,country,geo_code,date,cultural_interest_1,cultural_interest_2,match_interest_1,match_interest_2,city
0,Australia,US-CA-803,2026-05-17,1,0,0,0,Los Angeles CA
1,Australia,US-CA-803,2026-05-24,13,1,5,0,Los Angeles CA
2,Australia,US-CA-803,2026-05-31,12,0,19,13,Los Angeles CA
3,Australia,US-CA-803,2026-06-07,14,0,19,2,Los Angeles CA
4,Australia,US-CA-803,2026-06-14,16,1,129,17,Los Angeles CA
5,Australia,US-CA-803,2026-06-21,12,0,174,39,Los Angeles CA
6,Australia,US-CA-803,2026-06-28,15,0,113,8,Los Angeles CA
7,Australia,US-CA-803,2026-07-05,20,0,197,16,Los Angeles CA
8,Australia,US-CA-803,2026-07-12,11,0,52,1,Los Angeles CA
9,Australia,US-CA-803,2026-07-19,12,0,33,0,Los Angeles CA
10,Australia,US-CA-803,2026-07-26,3,0,6,0,Los Angeles CA
11,Australia,US-CA-803,2026-08-02,2,0,0,0,Los Angeles CA
12,Australia,US-CA-803,2026-08-09,3,0,0,0,Los Angeles CA
13,Australia,US-CA-803,2026-08-16,4,0,0,0,Los Angeles CA
14,Australia,US-CA-803,2026-08-23,1,0,0,0,Los Angeles CA
15,Australia,US-CA-807,2026-05-17,0,0,0,0,San Francisco CA
16,Australia,US-CA-807,2026-05-24,10,0,0,0,San Francisco CA
17,Australia,US-CA-807,2026-05-31,11,0,8,4,San Francisco CA
18,Australia,US-CA-807,2026-06-07,12,0,23,0,San Francisco CA
19,Australia,US-CA-807,2026-06-14,7,2,121,19,San Francisco CA
20,Australia,US-CA-807,2026-06-21,4,0,175,38,San Francisco CA
21,Australia,US-CA-807,2026-06-28,13,0,141,10,San Francisco CA
22,Australia,US-CA-807,2026-07-05,24,0,196,15,San Francisco CA
23,Australia,US-CA-807,2026-07-12,12,0,65,0,San Francisco CA
24,Australia,US-CA-807,2026-07-19,0,0,35,0,San Francisco CA
25,Australia,US-CA-807,2026-07-26,10,2,8,0,San Francisco CA
26,Australia,US-CA-807,2026-08-02,2,0,2,0,San Francisco CA
27,Australia,US-CA-807,2026-08-09,0,0,0,0,San Francisco CA
28,Australia,US-CA-807,2026-08-16,0,0,0,0,San Francisco CA
29,Australia,US-CA-807,2026-08-23,0,0,0,0,San Francisco CA
30,Australia,US-FL-528,2026-05-17,0,0,0,0,Miami FL
31,Australia,US-FL-528,2026-05-24,0,0,0,0,Miami FL
32,Australia,US-FL-528,2026-05-31,0,0,7,0,Miami FL
33,Australia,US-FL-528,2026-06-07,0,0,5,0,Miami FL
34,Australia,US-FL-528,2026-06-14,5,0,98,6,Miami FL
35,Australia,US-FL-528,2026-06-21,6,0,175,39,Miami FL
36,Australia,US-FL-528,2026-06-28,0,0,101,0,Miami FL
37,Australia,US-FL-528,2026-07-05,5,0,134,11,Miami FL
38,Australia,US-FL-528,2026-07-12,0,0,36,0,Miami FL
39,Australia,US-FL-528,2026-07-19,0,0,0,0,Miami FL
40,Australia,US-FL-528,2026-07-26,0,0,0,0,Miami FL
41,Australia,US-FL-528,2026-08-02,0,0,0,0,Miami FL
42,Australia,US-FL-528,2026-08-09,0,6,0,0,Miami FL
43,Australia,US-FL-528,2026-08-16,0,0,0,0,Miami FL
44,Australia,US-FL-528,2026-08-23,0,0,0,0,Miami FL
45,Australia,US-GA-524,2026-05-17,0,0,0,0,Atlanta GA
46,Australia,US-GA-524,2026-05-24,0,0,0,0,Atlanta GA
47,Australia,US-GA-524,2026-05-31,10,0,0,0,Atlanta GA
48,Australia,US-GA-524,2026-06-07,0,0,11,0,Atlanta GA
49,Australia,US-GA-524,2026-06-14,0,0,97,9,Atlanta GA
50,Australia,US-GA-524,2026-06-21,0,0,179,40,Atlanta GA
51,Australia,US-GA-524,2026-06-28,0,0,78,0,Atlanta GA
52,Australia,US-GA-524,2026-07-05,5,0,114,10,Atlanta GA
53,Australia,US-GA-524,2026-07-12,0,0,8,0,Atlanta GA
54,Australia,US-GA-524,2026-07-19,0,0,8,0,Atlanta GA
55,Australia,US-GA-524,2026-07-26,0,0,0,0,Atlanta GA
56,Australia,US-GA-524,2026-08-02,0,0,0,0,Atlanta GA
57,Australia,US-GA-524,2026-08-09,0,0,0,0,Atlanta GA
58,Australia,US-GA-524,2026-08-16,0,0,0,0,Atlanta GA
59,Australia,US-GA-524,2026-08-23,0,0,0,0,Atlanta GA
60,Australia,US-IL-602,2026-05-17,0,0,0,0,Chicago IL
61,Australia,US-IL-602,2026-05-24,3,0,0,0,Chicago IL
62,Australia,US-IL-602,2026-05-31,8,0,3,7,Chicago IL
63,Australia,US-IL-602,2026-06-07,6,0,7,0,Chicago IL
64,Australia,US-IL-602,2026-06-14,9,0,94,14,Chicago IL
65,Australia,US-IL-602,2026-06-21,3,0,183,47,Chicago IL
66,Australia,US-IL-602,2026-06-28,8,0,86,10,Chicago IL
67,Australia,US-IL-602,2026-07-05,14,0,138,12,Chicago IL
68,Australia,US-IL-602,2026-07-12,0,0,27,0,Chicago IL
69,Australia,US-IL-602,2026-07-19,0,0,3,0,Chicago IL
70,Australia,US-IL-602,2026-07-26,0,0,0,0,Chicago IL
71,Australia,US-IL-602,2026-08-02,0,0,0,0,Chicago IL
72,Australia,US-IL-602,2026-08-09,0,0,0,0,Chicago IL
73,Australia,US-IL-602,2026-08-16,0,0,0,0,Chicago IL
74,Australia,US-IL-602,2026-08-23,0,0,0,0,Chicago IL
75,Australia,US-MA-506,2026-05-17,0,0,0,0,Boston MA
76,Australia,US-MA-506,2026-05-24,0,0,0,0,Boston MA
77,Australia,US-MA-506,2026-05-31,0,0,0,0,Boston MA
78,Australia,US-MA-506,2026-06-07,0,0,7,0,Boston MA
79,Australia,US-MA-506,2026-06-14,3,0,84,13,Boston MA
80,Australia,US-MA-506,2026-06-21,4,0,164,31,Boston MA
81,Australia,US-MA-506,2026-06-28,0,0,71,8,Boston MA
82,Australia,US-MA-506,2026-07-05,3,0,98,9,Boston MA
83,Australia,US-MA-506,2026-07-12,0,0,15,0,Boston MA
84,Australia,US-MA-506,2026-07-19,0,0,4,0,Boston MA
85,Australia,US-MA-506,2026-07-26,0,0,0,0,Boston MA
86,Australia,US-MA-506,2026-08-02,0,0,0,0,Boston MA
87,Australia,US-MA-506,2026-08-09,0,0,0,0,Boston MA
88,Australia,US-MA-506,2026-08-16,0,0,2,0,Boston MA
89,Australia,US-MA-506,2026-08-23,0,0,0,0,Boston MA
90,Australia,US-MO-616,2026-05-17,0,0,0,0,Kansas City MO
91,Australia,US-MO-616,2026-05-24,0,0,0,0,Kansas City MO
92,Australia,US-MO-616,2026-05-31,0,0,0,0,Kansas City MO
93,Australia,US-MO-616,2026-06-07,8,0,0,0,Kansas City MO
94,Australia,US-MO-616,2026-06-14,0,0,59,11,Kansas City MO
95,Australia,US-MO-616,2026-06-21,0,0,159,39,Kansas City MO
96,Australia,US-MO-616,2026-06-28,0,0,45,0,Kansas City MO
97,Australia,US-MO-616,2026-07-05,0,15,63,11,Kansas City MO
98,Australia,US-MO-616,2026-07-12,0,0,0,0,Kansas City MO
99,Australia,US-MO-616,2026-07-19,0,0,0,0,Kansas City MO
100,Australia,US-MO-616,2026-07-26,0,0,0,0,Kansas City MO
101,Australia,US-MO-616,2026-08-02,0,0,0,0,Kansas City MO
102,Australia,US-MO-616,2026-08-09,0,0,0,0,Kansas City MO
103,Australia,US-MO-616,2026-08-16,0,0,0,0,Kansas City MO
104,Australia,US-MO-616,2026-08-23,0,0,0,0,Kansas City MO
105,Australia,US-NY-501,2026-05-17,2,0,0,0,New York NY
106,Australia,US-NY-501,2026-05-24,13,0,10,2,New York NY
107,Australia,US-NY-501,2026-05-31,17,0,11,1,New York NY
108,Australia,US-NY-501,2026-06-07,17,0,18,1,New York NY
109,Australia,US-NY-501,2026-06-14,18,0,107,13,New York NY
110,Australia,US-NY-501,2026-06-21,19,0,184,46,New York NY
111,Australia,US-NY-501,2026-06-28,19,1,114,14,New York NY
112,Australia,US-NY-501,2026-07-05,20,1,158,21,New York NY
113,Australia,US-NY-501,2026-07-12,12,1,33,4,New York NY
114,Australia,US-NY-501,2026-07-19,7,0,24,0,New York NY
115,Australia,US-NY-501,2026-07-26,5,0,4,0,New York NY
116,Australia,US-NY-501,2026-08-02,1,0,0,0,New York NY
117,Australia,US-NY-501,2026-08-09,1,2,0,0,New York NY
118,Australia,US-NY-501,2026-08-16,0,0,0,0,New York NY
119,Australia,US-NY-501,2026-08-23,0,0,0,0,New York NY
120,Australia,US-PA-504,2026-05-17,0,0,0,0,Philidelphia PA
121,Australia,US-PA-504,2026-05-24,0,0,0,4,Philidelphia PA
122,Australia,US-PA-504,2026-05-31,0,0,0,0,Philidelphia PA
123,Australia,US-PA-504,2026-06-07,0,0,8,0,Philidelphia PA
124,Australia,US-PA-504,2026-06-14,16,0,83,15,Philidelphia PA
125,Australia,US-PA-504,2026-06-21,0,0,170,42,Philidelphia PA
126,Australia,US-PA-504,2026-06-28,0,0,70,5,Philidelphia PA
127,Australia,US-PA-504,2026-07-05,10,0,102,10,Philidelphia PA
128,Australia,US-PA-504,2026-07-12,0,0,16,0,Philidelphia PA
129,Australia,US-PA-504,2026-07-19,5,0,0,0,Philidelphia PA
130,Australia,US-PA-504,2026-07-26,0,0,0,0,Philidelphia PA
131,Australia,US-PA-504,2026-08-02,0,0,0,0,Philidelphia PA
132,Australia,US-PA-504,2026-08-09,0,0,0,0,Philidelphia PA
133,Australia,US-PA-504,2026-08-16,0,0,0,0,Philidelphia PA
134,Australia,US-PA-504,2026-08-23,0,0,1,0,Philidelphia PA
135,Australia,US-TX-618,2026-05-17,0,0,0,0,Houston TX
136,Australia,US-TX-618,2026-05-24,0,0,4,0,Houston TX
137,Australia,US-TX-618,2026-05-31,0,0,4,4,Houston TX
138,Australia,US-TX-618,2026-06-07,4,3,3,0,Houston TX
139,Australia,US-TX-618,2026-06-14,0,0,99,10,Houston TX
140,Australia,US-TX-618,2026-06-21,0,0,167,38,Houston TX
141,Australia,US-TX-618,2026-06-28,0,0,82,4,Houston TX
142,Australia,US-TX-618,2026-07-05,7,0,144,7,Houston TX
143,Australia,US-TX-618,2026-07-12,0,0,25,0,Houston TX
144,Australia,US-TX-618,2026-07-19,0,0,0,0,Houston TX
145,Australia,US-TX-618,2026-07-26,0,0,0,0,Houston TX
146,Australia,US-TX-618,2026-08-02,0,0,0,0,Houston TX
147,Australia,US-TX-618,2026-08-09,0,0,0,0,Houston TX
148,Australia,US-TX-618,2026-08-16,0,0,0,0,Houston TX
149,Australia,US-TX-618,2026-08-23,0,0,0,0,Houston TX
150,Australia,US-TX-623,2026-05-17,0,0,0,0,Dallas TX
151,Australia,US-TX-623,2026-05-24,0,0,0,0,Dallas TX
152,Australia,US-TX-623,2026-05-31,0,0,4,0,Dallas TX
153,Australia,US-TX-623,2026-06-07,3,0,3,0,Dallas TX
154,Australia,US-TX-623,2026-06-14,2,5,95,12,Dallas TX
155,Australia,US-TX-623,2026-06-21,8,0,178,46,Dallas TX
156,Australia,US-TX-623,2026-06-28,7,0,95,11,Dallas TX
157,Australia,US-TX-623,2026-07-05,7,0,191,27,Dallas TX
158,Australia,US-TX-623,2026-07-12,0,0,35,0,Dallas TX
159,Australia,US-TX-623,2026-07-19,0,0,27,0,Dallas TX
160,Australia,US-TX-623,2026-07-26,0,0,3,0,Dallas TX
161,Australia,US-TX-623,2026-08-02,0,0,3,0,Dallas TX
162,Australia,US-TX-623,2026-08-09,0,0,0,0,Dallas TX
163,Australia,US-TX-623,2026-08-16,0,0,0,0,Dallas TX
164,Australia,US-TX-623,2026-08-23,0,0,0,0,Dallas TX
165,Belgium,US-CA-803,2026-05-17,0,0,0,0,Los Angeles CA
166,Belgium,US-CA-803,2026-05-24,0,0,0,0,Los Angeles CA
167,Belgium,US-CA-803,2026-05-31,0,0,3,0,Los Angeles CA
168,Belgium,US-CA-803,2026-06-07,0,0,10,0,Los Angeles CA
169,Belgium,US-CA-803,2026-06-14,0,0,25,4,Los Angeles CA
170,Belgium,US-CA-803,2026-06-21,1,1,99,13,Los Angeles CA
171,Belgium,US-CA-803,2026-06-28,3,0,77,4,Los Angeles CA
172,Belgium,US-CA-803,2026-07-05,7,0,159,21,Los Angeles CA
173,Belgium,US-CA-803,2026-07-12,12,1,319,49,Los Angeles CA
174,Belgium,US-CA-803,2026-07-19,0,0,19,1,Los Angeles CA
175,Belgium,US-CA-803,2026-07-26,0,0,1,0,Los Angeles CA
176,Belgium,US-CA-803,2026-08-02,0,0,1,0,Los Angeles CA
177,Belgium,US-CA-803,2026-08-09,0,0,0,0,Los Angeles CA
178,Belgium,US-CA-803,2026-08-16,0,0,0,0,Los Angeles CA
179,Belgium,US-CA-803,2026-08-23,0,0,0,0,Los Angeles CA
180,Belgium,US-CA-807,2026-05-17,0,0,0,0,San Francisco CA
181,Belgium,US-CA-807,2026-05-24,0,0,0,0,San Francisco CA
182,Belgium,US-CA-807,2026-05-31,0,0,0,0,San Francisco CA
183,Belgium,US-CA-807,2026-06-07,0,0,11,0,San Francisco CA
184,Belgium,US-CA-807,2026-06-14,0,0,20,0,San Francisco CA
185,Belgium,US-CA-807,2026-06-21,1,0,85,8,San Francisco CA
186,Belgium,US-CA-807,2026-06-28,2,0,79,3,San Francisco CA
187,Belgium,US-CA-807,2026-07-05,10,2,174,25,San Francisco CA
188,Belgium,US-CA-807,2026-07-12,14,0,328,50,San Francisco CA
189,Belgium,US-CA-807,2026-07-19,0,0,16,0,San Francisco CA
190,Belgium,US-CA-807,2026-07-26,0,0,0,0,San Francisco CA
191,Belgium,US-CA-807,2026-08-02,0,0,0,0,San Francisco CA
192,Belgium,US-CA-807,2026-08-09,0,0,0,0,San Francisco CA
193,Belgium,US-CA-807,2026-08-16,0,0,0,0,San Francisco CA
194,Belgium,US-CA-807,2026-08-23,0,0,0,0,San Francisco CA
195,Belgium,US-FL-528,2026-05-17,0,0,5,0,Miami FL
196,Belgium,US-FL-528,2026-05-24,0,0,0,0,Miami FL
197,Belgium,US-FL-528,2026-05-31,0,0,0,0,Miami FL
198,Belgium,US-FL-528,2026-06-07,0,0,0,0,Miami FL
199,Belgium,US-FL-528,2026-06-14,0,0,20,0,Miami FL
200,Belgium,US-FL-528,2026-06-21,0,0,110,15,Miami FL
201,Belgium,US-FL-528,2026-06-28,0,0,67,5,Miami FL
202,Belgium,US-FL-528,2026-07-05,0,0,151,21,Miami FL
203,Belgium,US-FL-528,2026-07-12,10,0,285,60,Miami FL
204,Belgium,US-FL-528,2026-07-19,0,0,19,0,Miami FL
205,Belgium,US-FL-528,2026-07-26,0,0,0,0,Miami FL
206,Belgium,US-FL-528,2026-08-02,0,0,0,0,Miami FL
207,Belgium,US-FL-528,2026-08-09,0,0,0,0,Miami FL
208,Belgium,US-FL-528,2026-08-16,0,0,0,0,Miami FL
209,Belgium,US-FL-528,2026-08-23,0,0,0,0,Miami FL
210,Belgium,US-GA-524,2026-05-17,0,0,0,0,Atlanta GA
211,Belgium,US-GA-524,2026-05-24,0,0,0,0,Atlanta GA
212,Belgium,US-GA-524,2026-05-31,0,0,0,0,Atlanta GA
213,Belgium,US-GA-524,2026-06-07,0,0,0,0,Atlanta GA
214,Belgium,US-GA-524,2026-06-14,3,0,10,0,Atlanta GA
215,Belgium,US-GA-524,2026-06-21,0,0,89,10,Atlanta GA
216,Belgium,US-GA-524,2026-06-28,0,0,56,4,Atlanta GA
217,Belgium,US-GA-524,2026-07-05,4,0,158,28,Atlanta GA
218,Belgium,US-GA-524,2026-07-12,11,0,278,69,Atlanta GA
219,Belgium,US-GA-524,2026-07-19,0,0,7,0,Atlanta GA
220,Belgium,US-GA-524,2026-07-26,0,0,0,0,Atlanta GA
221,Belgium,US-GA-524,2026-08-02,0,0,0,0,Atlanta GA
222,Belgium,US-GA-524,2026-08-09,0,0,0,0,Atlanta GA
223,Belgium,US-GA-524,2026-08-16,0,0,0,0,Atlanta GA
224,Belgium,US-GA-524,2026-08-23,0,0,0,0,Atlanta GA
225,Belgium,US-IL-602,2026-05-17,0,0,0,0,Chicago IL
226,Belgium,US-IL-602,2026-05-24,0,0,0,0,Chicago IL
227,Belgium,US-IL-602,2026-05-31,0,0,0,2,Chicago IL
228,Belgium,US-IL-602,2026-06-07,0,0,0,0,Chicago IL
229,Belgium,US-IL-602,2026-06-14,0,0,16,0,Chicago IL
230,Belgium,US-IL-602,2026-06-21,2,0,87,13,Chicago IL
231,Belgium,US-IL-602,2026-06-28,0,0,72,5,Chicago IL
232,Belgium,US-IL-602,2026-07-05,0,0,138,27,Chicago IL
233,Belgium,US-IL-602,2026-07-12,3,0,262,70,Chicago IL
234,Belgium,US-IL-602,2026-07-19,0,0,3,2,Chicago IL
235,Belgium,US-IL-602,2026-07-26,0,0,0,4,Chicago IL
236,Belgium,US-IL-602,2026-08-02,0,0,0,0,Chicago IL
237,Belgium,US-IL-602,2026-08-09,0,0,0,0,Chicago IL
238,Belgium,US-IL-602,2026-08-16,0,0,0,0,Chicago IL
239,Belgium,US-IL-602,2026-08-23,0,0,0,0,Chicago IL
240,Belgium,US-MO-616,2026-05-17,0,0,0,0,Kansas City MO
241,Belgium,US-MO-616,2026-05-24,0,0,0,9,Kansas City MO
242,Belgium,US-MO-616,2026-05-31,0,0,0,0,Kansas City MO
243,Belgium,US-MO-616,2026-06-07,0,0,0,0,Kansas City MO
244,Belgium,US-MO-616,2026-06-14,0,0,0,0,Kansas City MO
245,Belgium,US-MO-616,2026-06-21,0,0,78,0,Kansas City MO
246,Belgium,US-MO-616,2026-06-28,0,0,41,0,Kansas City MO
247,Belgium,US-MO-616,2026-07-05,10,0,162,17,Kansas City MO
248,Belgium,US-MO-616,2026-07-12,0,0,263,63,Kansas City MO
249,Belgium,US-MO-616,2026-07-19,0,0,0,0,Kansas City MO
250,Belgium,US-MO-616,2026-07-26,0,0,0,0,Kansas City MO
251,Belgium,US-MO-616,2026-08-02,0,0,0,0,Kansas City MO
252,Belgium,US-MO-616,2026-08-09,0,0,0,0,Kansas City MO
253,Belgium,US-MO-616,2026-08-16,0,0,0,0,Kansas City MO
254,Belgium,US-MO-616,2026-08-23,0,0,0,0,Kansas City MO
255,Belgium,US-NY-501,2026-05-17,0,0,0,0,New York NY
256,Belgium,US-NY-501,2026-05-24,0,0,0,0,New York NY
257,Belgium,US-NY-501,2026-05-31,0,0,1,0,New York NY
258,Belgium,US-NY-501,2026-06-07,1,0,6,0,New York NY
259,Belgium,US-NY-501,2026-06-14,0,0,18,1,New York NY
260,Belgium,US-NY-501,2026-06-21,3,0,106,11,New York NY
261,Belgium,US-NY-501,2026-06-28,3,0,72,4,New York NY
262,Belgium,US-NY-501,2026-07-05,6,0,139,25,New York NY
263,Belgium,US-NY-501,2026-07-12,11,0,269,57,New York NY
264,Belgium,US-NY-501,2026-07-19,0,0,18,1,New York NY
265,Belgium,US-NY-501,2026-07-26,0,0,2,0,New York NY
266,Belgium,US-NY-501,2026-08-02,1,0,0,0,New York NY
267,Belgium,US-NY-501,2026-08-09,0,0,0,0,New York NY
268,Belgium,US-NY-501,2026-08-16,0,0,0,0,New York NY
269,Belgium,US-NY-501,2026-08-23,0,0,0,0,New York NY
270,Belgium,US-PA-504,2026-05-17,0,0,0,0,Philidelphia PA
271,Belgium,US-PA-504,2026-05-24,0,0,0,0,Philidelphia PA
272,Belgium,US-PA-504,2026-05-31,0,0,0,0,Philidelphia PA
273,Belgium,US-PA-504,2026-06-07,0,0,3,0,Philidelphia PA
274,Belgium,US-PA-504,2026-06-14,0,0,7,0,Philidelphia PA
275,Belgium,US-PA-504,2026-06-21,0,0,85,11,Philidelphia PA
276,Belgium,US-PA-504,2026-06-28,0,0,61,0,Philidelphia PA
277,Belgium,US-PA-504,2026-07-05,3,0,144,33,Philidelphia PA
278,Belgium,US-PA-504,2026-07-12,3,0,255,67,Philidelphia PA
279,Belgium,US-PA-504,2026-07-19,0,0,3,0,Philidelphia PA
280,Belgium,US-PA-504,2026-07-26,0,0,0,0,Philidelphia PA
